Wavelength	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	B13	B14	B15	B16	B17	B18	B19	B20	B21	B22	B23	B24	B25	B26	B27	B28	B29	B30	B31	B32	B33	B34	B35	B36
1356	0	0	0	0	1.38E-05	4.18E-06	2.66E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.15E-06	1.70E-06	4.60E-07	2.44E-07	1.21E-06	1.29E-06	0.1983994	4.51E-06	4.43E-06	5.77E-05	0.000206186	0.000206079	2.11E-05	0.000142016	0.000172576	0.000528042	0.000673534
1357	0	0	0	0	1.43E-05	4.35E-06	2.63E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.20E-06	1.71E-06	4.71E-07	2.39E-07	1.27E-06	1.32E-06	0.221016	4.53E-06	4.48E-06	6.24E-05	0.000188037	0.000219294	1.88E-05	0.000140813	0.000152767	0.000522283	0.000581843
1358	0	0	0	0	1.49E-05	4.52E-06	2.60E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.25E-06	1.72E-06	4.82E-07	2.35E-07	1.33E-06	1.35E-06	0.2452512	4.55E-06	4.53E-06	6.71E-05	0.000169889	0.000232509	1.66E-05	0.000139609	0.000132957	0.000516524	0.000490153
1359	0	0	0	0	1.54E-05	4.69E-06	2.57E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.30E-06	1.73E-06	4.93E-07	2.31E-07	1.38E-06	1.38E-06	0.2708112	4.57E-06	4.57E-06	7.18E-05	0.000151741	0.000245724	1.44E-05	0.000138406	0.000113148	0.000510766	0.000398462
1360	0	0	0	0	1.60E-05	4.87E-06	2.54E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.35E-06	1.74E-06	5.05E-07	2.26E-07	1.44E-06	1.42E-06	0.297604	4.59E-06	4.62E-06	7.65E-05	0.000133593	0.000258938	1.21E-05	0.000137202	9.33E-05	0.000505007	0.000306772
1361	0	0	0	0	1.65E-05	5.04E-06	2.51E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.40E-06	1.75E-06	5.16E-07	2.22E-07	1.50E-06	1.45E-06	0.3259614	4.58E-06	4.56E-06	8.12E-05	0.000115445	0.000272153	9.87E-06	0.000135999	7.35E-05	0.000499248	0.000215081
1362	0	0	0	0	1.71E-05	5.21E-06	2.48E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.45E-06	1.76E-06	5.27E-07	2.18E-07	1.56E-06	1.48E-06	0.355987	4.58E-06	4.51E-06	8.59E-05	9.73E-05	0.000285368	7.63E-06	0.000134795	5.37E-05	0.00049349	0.000123391
1363	0	0	0	0	1.76E-05	5.38E-06	2.45E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.50E-06	1.77E-06	5.38E-07	2.13E-07	1.61E-06	1.51E-06	0.3877844	4.57E-06	4.45E-06	9.06E-05	7.91E-05	0.000298583	5.38E-06	0.000133592	3.39E-05	0.000487731	3.17E-05
1364	0	0	0	0	1.82E-05	5.55E-06	2.42E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.55E-06	1.78E-06	5.50E-07	2.09E-07	1.67E-06	1.54E-06	0.4208244	4.57E-06	4.40E-06	9.53E-05	6.10E-05	0.000311798	3.14E-06	0.000132388	1.41E-05	0.000491236	6.94E-05
1365	0	0	0	0	1.87E-05	5.72E-06	2.39E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.60E-06	1.80E-06	5.61E-07	2.04E-07	1.73E-06	1.58E-06	0.4555562	4.56E-06	4.34E-06	9.27E-05	6.01E-05	0.000301153	2.24E-05	0.000149037	4.88E-05	0.000494742	0.000107083
1366	0	0	0	0	1.93E-05	5.89E-06	2.36E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.65E-06	1.81E-06	5.72E-07	2.00E-07	1.79E-06	1.61E-06	0.4928072	4.56E-06	4.29E-06	9.01E-05	5.92E-05	0.000290508	4.16E-05	0.000165686	8.35E-05	0.000498247	0.000144775
1367	0	0	0	0	1.98E-05	6.06E-06	2.33E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.70E-06	1.82E-06	5.83E-07	1.96E-07	1.84E-06	1.64E-06	0.5320174	4.55E-06	4.23E-06	8.75E-05	5.83E-05	0.000279863	6.08E-05	0.000182334	0.000118219	0.000501752	0.000182466
1368	0	0	0	0	2.04E-05	6.23E-06	2.30E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.75E-06	1.83E-06	5.94E-07	1.91E-07	1.90E-06	1.67E-06	0.57238	4.55E-06	4.17E-06	8.49E-05	5.74E-05	0.000269218	8.00E-05	0.000198983	0.000152925	0.000505257	0.000220158
1369	0	0	0	0	2.09E-05	6.40E-06	2.27E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.80E-06	1.84E-06	6.06E-07	1.87E-07	1.96E-06	1.70E-06	0.6146524	4.54E-06	4.12E-06	8.24E-05	5.66E-05	0.000258574	9.92E-05	0.000215632	0.000187632	0.000508763	0.000257849
1370	0	0	0	0	2.15E-05	6.57E-06	2.24E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.85E-06	1.85E-06	6.17E-07	1.82E-07	2.01E-06	1.73E-06	0.6587846	4.54E-06	4.06E-06	7.98E-05	5.57E-05	0.000247929	0.000118405	0.000232281	0.000222338	0.000512268	0.000295541
1371	0	0	0	0	2.20E-05	6.74E-06	2.20E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.90E-06	1.86E-06	6.28E-07	1.78E-07	2.07E-06	1.77E-06	0.7029358	4.53E-06	4.01E-06	7.72E-05	5.48E-05	0.000237284	0.000137616	0.00024893	0.000257044	0.000515773	0.000333232
1372	0	0	0	0	2.26E-05	6.91E-06	2.17E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.95E-06	1.87E-06	6.39E-07	1.74E-07	2.13E-06	1.80E-06	0.7465488	4.53E-06	3.95E-06	7.46E-05	5.39E-05	0.000226639	0.000156827	0.000265578	0.000291751	0.000519278	0.000370924
1373	0	0	0	0	2.31E-05	7.08E-06	2.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.00E-06	1.88E-06	6.51E-07	1.69E-07	2.19E-06	1.83E-06	0.789864	4.52E-06	3.90E-06	7.20E-05	5.30E-05	0.000215994	0.000176038	0.000282227	0.000326457	0.000522784	0.000408615
1374	0	0	0	0	2.37E-05	7.25E-06	2.11E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.05E-06	1.89E-06	6.62E-07	1.65E-07	2.24E-06	1.86E-06	0.8319376	4.51E-06	3.84E-06	6.94E-05	5.21E-05	0.000205349	0.000195249	0.000298876	0.000361164	0.000526289	0.000446307
1375	0	0	0	0	2.42E-05	7.42E-06	2.08E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.10E-06	1.91E-06	6.73E-07	1.61E-07	2.30E-06	1.89E-06	0.8712632	4.51E-06	3.79E-06	6.68E-05	5.12E-05	0.000194704	0.00021446	0.000315525	0.00039587	0.000529794	0.000483998
1376	0	0	0	0	2.48E-05	7.59E-06	2.05E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.15E-06	1.92E-06	6.84E-07	1.56E-07	2.36E-06	1.92E-06	0.9060072	4.50E-06	3.73E-06	6.42E-05	5.03E-05	0.000184059	0.000233671	0.000332174	0.000430576	0.000533299	0.00052169
1377	0	0	0	0	2.53E-05	7.76E-06	2.02E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.20E-06	1.93E-06	6.96E-07	1.52E-07	2.42E-06	1.96E-06	0.9362526	4.50E-06	3.67E-06	6.16E-05	4.94E-05	0.000173414	0.000252882	0.000348822	0.000465283	0.000536805	0.000559381
1378	0	0	0	0	2.59E-05	7.93E-06	1.99E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.25E-06	1.94E-06	7.07E-07	1.47E-07	2.47E-06	1.99E-06	0.9615226	4.49E-06	3.62E-06	5.90E-05	4.85E-05	0.000162769	0.000272093	0.000365471	0.000499989	0.00054031	0.000597073
1379	0	0	0	0	2.64E-05	8.10E-06	1.96E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.30E-06	1.95E-06	7.18E-07	1.43E-07	2.53E-06	2.02E-06	0.9802316	4.49E-06	3.56E-06	5.65E-05	4.77E-05	0.000152125	0.000291304	0.00038212	0.000534695	0.000543815	0.000634764
1380	0	0	0	0	2.70E-05	8.27E-06	1.93E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.25E-06	1.93E-06	7.10E-07	1.49E-07	2.48E-06	1.98E-06	0.9922398	4.48E-06	3.51E-06	5.39E-05	4.68E-05	0.00014148	0.000310514	0.000398769	0.000569402	0.00054732	0.000672456
1381	0	0	0	0	2.69E-05	8.11E-06	1.93E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.20E-06	1.91E-06	7.01E-07	1.55E-07	2.42E-06	1.94E-06	0.998284	4.48E-06	3.45E-06	5.13E-05	4.59E-05	0.000130835	0.000329725	0.000415418	0.000604108	0.000550826	0.000710147
1382	0	0	0	0	2.67E-05	7.95E-06	1.93E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.15E-06	1.89E-06	6.93E-07	1.61E-07	2.37E-06	1.90E-06	0.9989308	4.47E-06	3.40E-06	4.87E-05	4.50E-05	0.00012019	0.000348936	0.000432066	0.000638814	0.000554331	0.000747839
1383	0	0	0	0	2.66E-05	7.79E-06	1.92E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.10E-06	1.88E-06	6.84E-07	1.67E-07	2.31E-06	1.87E-06	0.9947562	4.47E-06	3.34E-06	4.61E-05	4.41E-05	0.000109545	0.000368147	0.000448715	0.000673521	0.000557836	0.00078553
1384	0	0	0	0	2.64E-05	7.63E-06	1.92E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.06E-06	1.86E-06	6.76E-07	1.73E-07	2.26E-06	1.83E-06	0.9874192	4.46E-06	3.28E-06	4.35E-05	4.32E-05	9.89E-05	0.000387358	0.000465364	0.000708227	0.000626653	0.000767331
1385	0	0	0	0	2.63E-05	7.47E-06	1.92E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.01E-06	1.84E-06	6.67E-07	1.79E-07	2.20E-06	1.79E-06	0.9774688	4.46E-06	3.23E-06	4.29E-05	5.52E-05	9.56E-05	0.000382704	0.000492744	0.000705117	0.000695471	0.000749132
1386	0	0	0	0	2.61E-05	7.31E-06	1.92E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.96E-06	1.82E-06	6.59E-07	1.85E-07	2.15E-06	1.75E-06	0.9646998	4.45E-06	3.17E-06	4.23E-05	6.72E-05	9.23E-05	0.000378049	0.000520125	0.000702007	0.000764288	0.000730933
1387	0	0	0	0	2.60E-05	7.15E-06	1.91E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.91E-06	1.80E-06	6.50E-07	1.91E-07	2.09E-06	1.71E-06	0.9494802	4.44E-06	3.12E-06	4.16E-05	7.92E-05	8.90E-05	0.000373395	0.000547505	0.000698898	0.000833105	0.000712734
1388	0	0	0	0	2.58E-05	6.99E-06	1.91E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.86E-06	1.78E-06	6.42E-07	1.97E-07	2.04E-06	1.67E-06	0.9321924	4.44E-06	3.06E-06	4.10E-05	9.12E-05	8.57E-05	0.000368741	0.000574885	0.000695788	0.000901923	0.000694535
1389	0	0	0	0	2.57E-05	6.83E-06	1.91E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.81E-06	1.76E-06	6.33E-07	2.03E-07	1.99E-06	1.63E-06	0.9151446	4.43E-06	3.01E-06	4.04E-05	0.000103228	8.24E-05	0.000364087	0.000602266	0.000692678	0.00097074	0.000676337
1390	0	0	0	0	2.56E-05	6.67E-06	1.91E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.76E-06	1.74E-06	6.25E-07	2.08E-07	1.93E-06	1.60E-06	0.8992914	4.43E-06	2.95E-06	3.98E-05	0.000115234	7.91E-05	0.000359432	0.000629646	0.000689568	0.001039557	0.000658138
1391	0	0	0	0	2.54E-05	6.51E-06	1.90E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.71E-06	1.73E-06	6.16E-07	2.14E-07	1.88E-06	1.56E-06	0.8825664	4.42E-06	2.90E-06	3.91E-05	0.00012724	7.58E-05	0.000354778	0.000657026	0.000686458	0.001108375	0.000639939
1392	0	0	0	0	2.53E-05	6.35E-06	1.90E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.66E-06	1.71E-06	6.08E-07	2.20E-07	1.82E-06	1.52E-06	0.864896	4.42E-06	2.84E-06	3.85E-05	0.000139245	7.25E-05	0.000350124	0.000684406	0.000683349	0.001177192	0.00062174
1393	0	0	0	0	2.51E-05	6.19E-06	1.90E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.61E-06	1.69E-06	5.99E-07	2.26E-07	1.77E-06	1.48E-06	0.8456982	4.41E-06	2.78E-06	3.79E-05	0.000151251	6.92E-05	0.000345469	0.000711787	0.000680239	0.001246009	0.000603541
1394	0	0	0	0	2.50E-05	6.03E-06	1.90E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.57E-06	1.67E-06	5.91E-07	2.32E-07	1.71E-06	1.44E-06	0.8231288	4.41E-06	2.73E-06	3.73E-05	0.000163257	6.59E-05	0.000340815	0.000739167	0.000677129	0.001314827	0.000585342
1395	0	0	0	0	2.48E-05	5.87E-06	1.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.52E-06	1.65E-06	5.82E-07	2.38E-07	1.66E-06	1.40E-06	0.7954708	4.40E-06	2.67E-06	3.66E-05	0.000175262	6.25E-05	0.000336161	0.000766547	0.000674019	0.001383644	0.000567143
1396	0	0	0	0	2.47E-05	5.71E-06	1.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.47E-06	1.63E-06	5.74E-07	2.44E-07	1.60E-06	1.36E-06	0.7623382	4.40E-06	2.62E-06	3.60E-05	0.000187268	5.92E-05	0.000331506	0.000793928	0.000670909	0.001452461	0.000548944
1397	0	0	0	0	2.45E-05	5.55E-06	1.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.42E-06	1.61E-06	5.65E-07	2.50E-07	1.55E-06	1.33E-06	0.722745	4.39E-06	2.56E-06	3.54E-05	0.000199273	5.59E-05	0.000326852	0.000821308	0.0006678	0.001521279	0.000530745
1398	0	0	0	0	2.44E-05	5.39E-06	1.89E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.37E-06	1.59E-06	5.57E-07	2.56E-07	1.50E-06	1.29E-06	0.6760484	4.39E-06	2.51E-06	3.48E-05	0.000211279	5.26E-05	0.000322198	0.000848688	0.00066469	0.001590096	0.000512546
1399	0	0	0	0	2.42E-05	5.23E-06	1.88E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.32E-06	1.58E-06	5.48E-07	2.62E-07	1.44E-06	1.25E-06	0.623979	4.38E-06	2.45E-06	3.41E-05	0.000223285	4.93E-05	0.000317544	0.000876069	0.00066158	0.001658913	0.000494348
1400	0	0	0	0	2.41E-05	5.07E-06	1.88E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.27E-06	1.56E-06	5.40E-07	2.68E-07	1.39E-06	1.21E-06	0.568365	4.35E-06	2.48E-06	3.35E-05	0.00023529	4.60E-05	0.000312889	0.000903449	0.00065847	0.001727731	0.000476149
1401	0	0	0	0	2.40E-05	4.90E-06	1.88E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.22E-06	1.54E-06	5.31E-07	2.74E-07	1.33E-06	1.17E-06	0.5095962	4.32E-06	2.50E-06	3.29E-05	0.000247296	4.27E-05	0.000308235	0.000930829	0.00065536	0.001796548	0.00045795
1402	0	0	0	0	2.38E-05	4.74E-06	1.88E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.17E-06	1.52E-06	5.23E-07	2.80E-07	1.28E-06	1.13E-06	0.4495658	4.29E-06	2.53E-06	3.23E-05	0.000259302	3.94E-05	0.000303581	0.000958209	0.000652251	0.001865365	0.000439751
1403	0	0	0	0	2.37E-05	4.58E-06	1.87E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.12E-06	1.50E-06	5.14E-07	2.86E-07	1.22E-06	1.09E-06	0.3911934	4.26E-06	2.55E-06	3.16E-05	0.000271307	3.61E-05	0.000298926	0.00098559	0.000649141	0.001934183	0.000421552
1404	0	0	0	0	2.35E-05	4.42E-06	1.87E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.08E-06	1.48E-06	5.06E-07	2.92E-07	1.17E-06	1.06E-06	0.335194	4.22E-06	2.58E-06	3.10E-05	0.000283313	3.28E-05	0.000294272	0.00101297	0.000646031	0.002003	0.000403353
1405	0	0	0	0	2.34E-05	4.26E-06	1.87E-05	0	0	0	0	0	0	0	0	0	0	0	0	1.03E-06	1.46E-06	4.97E-07	2.98E-07	1.11E-06	1.02E-06	0.2835624	4.19E-06	2.60E-06	3.22E-05	0.000283263	3.80E-05	0.000284368	0.001009309	0.000636501	0.001997993	0.000393168
1406	0	0	0	0	2.32E-05	4.10E-06	1.87E-05	0	0	0	0	0	0	0	0	0	0	0	0	9.78E-07	1.44E-06	4.89E-07	3.04E-07	1.06E-06	9.78E-07	0.2375314	4.16E-06	2.63E-06	3.34E-05	0.000283213	4.33E-05	0.000274465	0.001005649	0.000626971	0.001992985	0.000382984
1407	0	0	0	0	2.31E-05	3.94E-06	1.86E-05	0	0	0	0	0	0	0	0	0	0	0	0	9.29E-07	1.43E-06	4.80E-07	3.10E-07	1.01E-06	9.40E-07	0.1973592	4.13E-06	2.65E-06	3.46E-05	0.000283162	4.85E-05	0.000264561	0.001001988	0.000617441	0.001987978	0.000372799
1408	0	0	0	0	2.29E-05	3.78E-06	1.86E-05	0	0	0	0	0	0	0	0	0	0	0	0	8.80E-07	1.41E-06	4.72E-07	3.16E-07	9.51E-07	9.01E-07	0.162542	4.10E-06	2.68E-06	3.58E-05	0.000283112	5.37E-05	0.000254658	0.000998327	0.000607911	0.00198297	0.000362614
1409	0	0	0	0	2.28E-05	3.62E-06	1.86E-05	0	0	0	0	0	0	0	0	0	0	0	0	8.31E-07	1.39E-06	4.63E-07	3.22E-07	8.97E-07	8.63E-07	0.133478	4.07E-06	2.71E-06	3.70E-05	0.000283062	5.89E-05	0.000244754	0.000994666	0.000598381	0.001977963	0.00035243
1410	0	0	0	0	2.27E-05	3.46E-06	1.86E-05	0	0	0	0	0	0	0	0	0	0	0	0	7.82E-07	1.37E-06	4.55E-07	3.27E-07	8.42E-07	8.24E-07	0.1092508	4.04E-06	2.73E-06	3.82E-05	0.000283012	6.42E-05	0.00023485	0.000991006	0.000588851	0.001972955	0.000342245
1411	0	0	0	0	2.25E-05	3.30E-06	1.85E-05	0	0	0	0	0	0	0	0	0	0	0	0	7.33E-07	1.35E-06	4.46E-07	3.33E-07	7.88E-07	7.86E-07	0.08932382	4.01E-06	2.76E-06	3.94E-05	0.000282961	6.94E-05	0.000224947	0.000987345	0.000579321	0.001967948	0.00033206
1412	0	0	0	0	2.24E-05	3.14E-06	1.85E-05	0	0	0	0	0	0	0	0	0	0	0	0	6.84E-07	1.33E-06	4.38E-07	3.39E-07	7.33E-07	7.47E-07	0.07288826	3.97E-06	2.78E-06	4.06E-05	0.000282911	7.46E-05	0.000215043	0.000983684	0.000569791	0.00196294	0.000321876
1413	0	0	0	0	2.22E-05	2.98E-06	1.85E-05	0	0	0	0	0	0	0	0	0	0	0	0	6.35E-07	1.31E-06	4.29E-07	3.45E-07	6.79E-07	7.08E-07	0.05954706	3.94E-06	2.81E-06	4.18E-05	0.000282861	7.98E-05	0.00020514	0.000980023	0.000560261	0.001957933	0.000311691
1414	0	0	0	0	2.21E-05	2.82E-06	1.85E-05	0	0	0	0	0	0	0	0	0	0	0	0	5.86E-07	1.29E-06	4.21E-07	3.51E-07	6.24E-07	6.70E-07	0.04864164	3.91E-06	2.83E-06	4.30E-05	0.000282811	8.51E-05	0.000195236	0.000976363	0.000550732	0.001952925	0.000301507
1415	0	0	0	0	2.19E-05	2.66E-06	1.84E-05	0	0	0	0	0	0	0	0	0	0	0	0	5.37E-07	1.28E-06	4.12E-07	3.57E-07	5.70E-07	6.31E-07	0.03966506	3.88E-06	2.86E-06	4.42E-05	0.00028276	9.03E-05	0.000185332	0.000972702	0.000541202	0.001947918	0.000291322
1416	0	0	0	0	2.18E-05	2.50E-06	1.84E-05	0	0	0	0	0	0	0	0	0	0	0	0	4.88E-07	1.26E-06	4.04E-07	3.63E-07	5.15E-07	5.93E-07	0.03248652	3.85E-06	2.89E-06	4.54E-05	0.00028271	9.55E-05	0.000175429	0.000969041	0.000531672	0.00194291	0.000281137
1417	0	0	0	0	2.16E-05	2.34E-06	1.84E-05	0	0	0	0	0	0	0	0	0	0	0	0	4.39E-07	1.24E-06	3.95E-07	3.69E-07	4.61E-07	5.54E-07	0.026538	3.82E-06	2.91E-06	4.66E-05	0.00028266	0.000100758	0.000165525	0.00096538	0.000522142	0.001937903	0.000270953
1418	0	0	0	0	2.15E-05	2.18E-06	1.84E-05	0	0	0	0	0	0	0	0	0	0	0	0	3.90E-07	1.22E-06	3.87E-07	3.75E-07	4.06E-07	5.16E-07	0.02163736	3.79E-06	2.94E-06	4.78E-05	0.00028261	0.000105986	0.000155622	0.00096172	0.000512612	0.001932895	0.000260768
1419	0	0	0	0	2.13E-05	2.02E-06	1.83E-05	0	0	0	0	0	0	0	0	0	0	0	0	3.41E-07	1.20E-06	3.78E-07	3.81E-07	3.52E-07	4.77E-07	0.01754186	3.76E-06	2.96E-06	4.90E-05	0.000282559	0.000111213	0.000145718	0.000958059	0.000503082	0.001927888	0.000250583
1420	0	0	0	0	2.12E-05	1.86E-06	1.83E-05	0	0	0	0	0	0	0	0	0	0	0	0	3.44E-07	1.23E-06	3.75E-07	3.81E-07	3.53E-07	4.80E-07	0.0147648	3.72E-06	2.99E-06	5.02E-05	0.000282509	0.000116441	0.000135814	0.000954398	0.000493552	0.00192288	0.000240399
1421	0	0	0	0	2.48E-05	6.47E-06	1.79E-05	0	0	0	0	0	0	0	0	0	0	0	0	3.47E-07	1.25E-06	3.73E-07	3.80E-07	3.54E-07	4.83E-07	0.013575586	3.69E-06	3.01E-06	5.14E-05	0.000282459	0.000121668	0.000125911	0.000950737	0.000484022	0.001917873	0.000230214
1422	0	0	0	0	2.84E-05	1.11E-05	1.75E-05	0	0	0	0	0	0	0	0	0	0	0	0	3.51E-07	1.28E-06	3.70E-07	3.80E-07	3.55E-07	4.87E-07	0.013251551	3.66E-06	3.04E-06	5.26E-05	0.000282409	0.000126896	0.000116007	0.000947077	0.000474492	0.001912865	0.000220029
1423	0	0	0	0	3.20E-05	1.57E-05	1.71E-05	0	0	0	0	0	0	0	0	0	0	0	0	3.54E-07	1.30E-06	3.68E-07	3.79E-07	3.56E-07	4.90E-07	0.012927517	3.63E-06	3.06E-06	5.38E-05	0.000282358	0.000132123	0.000106104	0.000943416	0.000464962	0.001907858	0.000209845
1424	0	0	0	0	3.56E-05	2.03E-05	1.67E-05	0	0	0	0	0	0	0	0	0	0	0	0	3.57E-07	1.33E-06	3.65E-07	3.79E-07	3.56E-07	4.93E-07	0.012603482	3.60E-06	3.09E-06	5.50E-05	0.000282308	0.000137351	9.62E-05	0.000939755	0.000455432	0.00190285	0.00019966
1425	0	0	0	0	3.92E-05	2.49E-05	1.63E-05	0	0	0	0	0	0	0	0	0	0	0	0	3.60E-07	1.35E-06	3.63E-07	3.78E-07	3.57E-07	4.96E-07	0.012279447	3.57E-06	3.12E-06	5.34E-05	0.000274723	0.000143667	0.000105253	0.000913679	0.000468473	0.001879816	0.000269844
1426	0	0	0	0	4.28E-05	2.95E-05	1.59E-05	0	0	0	0	0	0	0	0	0	0	0	0	3.63E-07	1.38E-06	3.60E-07	3.78E-07	3.58E-07	5.00E-07	0.011955412	3.54E-06	3.14E-06	5.19E-05	0.000267138	0.000149983	0.000114306	0.000887602	0.000481514	0.001856781	0.000340027
1427	0	0	0	0	4.64E-05	3.41E-05	1.55E-05	0	0	0	0	0	0	0	0	0	0	0	0	3.67E-07	1.40E-06	3.58E-07	3.77E-07	3.59E-07	5.03E-07	0.011631378	3.51E-06	3.17E-06	5.03E-05	0.000259553	0.0001563	0.000123358	0.000861526	0.000494555	0.001833747	0.000410211
1428	0	0	0	0	5.00E-05	3.87E-05	1.50E-05	0	0	0	0	0	0	0	0	0	0	0	0	3.70E-07	1.43E-06	3.55E-07	3.77E-07	3.60E-07	5.06E-07	0.011307343	3.47E-06	3.19E-06	4.88E-05	0.000251967	0.000162616	0.000132411	0.000835449	0.000507596	0.001810712	0.000480394
1429	0	0	0	0	5.36E-05	4.33E-05	1.46E-05	0	0	0	0	0	0	0	0	0	0	0	0	3.73E-07	1.45E-06	3.53E-07	3.77E-07	3.61E-07	5.09E-07	0.010983308	3.44E-06	3.22E-06	4.72E-05	0.000244382	0.000168932	0.000141464	0.000809373	0.000520637	0.001787678	0.000550578
1430	0	0	0	0	5.72E-05	4.79E-05	1.42E-05	0	0	0	0	0	0	0	0	0	0	0	0	3.76E-07	1.48E-06	3.50E-07	3.76E-07	3.62E-07	5.13E-07	0.010659273	3.41E-06	3.24E-06	4.56E-05	0.000236797	0.000175248	0.000150517	0.000783296	0.000533678	0.001764643	0.000620761
1431	0	0	0	0	6.08E-05	5.26E-05	1.38E-05	0	0	0	0	0	0	0	0	0	0	0	0	3.79E-07	1.50E-06	3.48E-07	3.76E-07	3.63E-07	5.16E-07	0.010335239	3.38E-06	3.27E-06	4.41E-05	0.000229212	0.000181564	0.00015957	0.00075722	0.000546719	0.001741609	0.000690945
1432	0	0	0	0	6.44E-05	5.72E-05	1.34E-05	0	0	0	0	0	0	0	0	0	0	0	0	3.83E-07	1.53E-06	3.45E-07	3.75E-07	3.63E-07	5.19E-07	0.010011204	3.35E-06	3.30E-06	4.25E-05	0.000221627	0.000187881	0.000168622	0.000731143	0.00055976	0.001718574	0.000761128
1433	0	0	0	0	6.79E-05	6.18E-05	1.30E-05	0	0	0	0	0	0	0	0	0	0	0	0	3.86E-07	1.56E-06	3.42E-07	3.75E-07	3.64E-07	5.22E-07	0.009687169	3.32E-06	3.32E-06	4.10E-05	0.000214042	0.000194197	0.000177675	0.000705067	0.000572801	0.00169554	0.000831312
1434	0	0	0	0	7.15E-05	6.64E-05	1.26E-05	0	0	0	0	0	0	0	0	0	0	0	0	3.89E-07	1.58E-06	3.40E-07	3.74E-07	3.65E-07	5.26E-07	0.009363134	3.29E-06	3.35E-06	3.94E-05	0.000206457	0.000200513	0.000186728	0.000678991	0.000585842	0.001672505	0.000901495
1435	0	0	0	0	7.51E-05	7.10E-05	1.22E-05	0	0	0	0	0	0	0	0	0	0	0	0	3.92E-07	1.61E-06	3.37E-07	3.74E-07	3.66E-07	5.29E-07	0.0090391	3.26E-06	3.37E-06	3.78E-05	0.000198871	0.000206829	0.000195781	0.000652914	0.000598883	0.001649471	0.000971679
1436	0	0	0	0	7.87E-05	7.56E-05	1.18E-05	0	0	0	0	0	0	0	0	0	0	0	0	3.95E-07	1.63E-06	3.35E-07	3.74E-07	3.67E-07	5.32E-07	0.008715065	3.22E-06	3.40E-06	3.63E-05	0.000191286	0.000213145	0.000204834	0.000626838	0.000611924	0.001626436	0.001041862
1437	0	0	0	0	8.23E-05	8.02E-05	1.14E-05	0	0	0	0	0	0	0	0	0	0	0	0	3.99E-07	1.66E-06	3.32E-07	3.73E-07	3.68E-07	5.35E-07	0.00839103	3.19E-06	3.42E-06	3.47E-05	0.000183701	0.000219462	0.000213886	0.000600761	0.000624965	0.001603402	0.001112046
