Wavelength	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	B13	B14	B15	B16	B17	B18	B19	B20	B21	B22	B23	B24	B25	B26	B27	B28	B29	B30	B31	B32	B33	B34	B35	B36
808	6.49E-05	0.001589416	6.08E-05	6.21E-05	0	0	0	2.61E-05	2.16E-05	8.66E-06	2.48E-05	9.69E-06	0.000715648	0.000888821	8.57E-05	0.000170811	0.000314641	0.000948288	0.000262091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
809	6.59E-05	0.001742219	6.01E-05	6.41E-05	0	0	0	2.59E-05	2.22E-05	8.31E-06	2.59E-05	1.02E-05	0.000675432	0.000884655	8.72E-05	0.000173316	0.000338617	0.001046024	0.000281362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
810	6.69E-05	0.001882472	5.94E-05	6.62E-05	0	0	0	2.57E-05	2.27E-05	7.97E-06	2.71E-05	1.07E-05	0.000635217	0.000880489	8.86E-05	0.000175821	0.000362592	0.00114376	0.000300633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
811	7.20E-05	0.002119422	6.29E-05	6.67E-05	0	0	0	2.78E-05	2.45E-05	8.58E-06	2.73E-05	1.10E-05	0.000632385	0.000879401	9.05E-05	0.000180569	0.000367891	0.001389286	0.000298196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
812	7.72E-05	0.002418195	6.65E-05	6.73E-05	0	0	0	3.00E-05	2.62E-05	9.20E-06	2.76E-05	1.12E-05	0.000629553	0.000878314	9.23E-05	0.000185317	0.000373189	0.001634812	0.000295759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
813	8.23E-05	0.002716968	7.00E-05	6.78E-05	0	0	0	3.21E-05	2.80E-05	9.81E-06	2.78E-05	1.15E-05	0.000626721	0.000877226	9.42E-05	0.000190066	0.000378488	0.001880338	0.000293321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
814	8.74E-05	0.003175355	7.36E-05	6.84E-05	0	0	0	3.43E-05	2.97E-05	1.04E-05	2.80E-05	1.18E-05	0.000623889	0.000876138	9.61E-05	0.000194814	0.000383787	0.002125864	0.000290884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
815	9.25E-05	0.00373579	7.71E-05	6.89E-05	0	0	0	3.64E-05	3.15E-05	1.10E-05	2.83E-05	1.21E-05	0.000621058	0.000875051	9.79E-05	0.000199562	0.000389086	0.00237139	0.000288447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
816	9.77E-05	0.004589655	8.06E-05	6.94E-05	0	0	0	3.85E-05	3.33E-05	1.16E-05	2.85E-05	1.23E-05	0.000618226	0.000873963	9.98E-05	0.00020431	0.000394384	0.002616916	0.00028601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
817	0.000102786	0.005631121	8.42E-05	7.00E-05	0	0	0	4.07E-05	3.50E-05	1.23E-05	2.87E-05	1.26E-05	0.000615394	0.000872875	0.000101664	0.000209058	0.000399683	0.002862442	0.000283573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
818	0.000107912	0.006672588	8.77E-05	7.05E-05	0	0	0	4.28E-05	3.68E-05	1.29E-05	2.89E-05	1.29E-05	0.000612562	0.000871787	0.00010353	0.000213807	0.000404982	0.003107968	0.000281135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
819	0.000113039	0.008741541	9.13E-05	7.11E-05	0	0	0	4.50E-05	3.85E-05	1.35E-05	2.92E-05	1.31E-05	0.00060973	0.0008707	0.000105397	0.000218555	0.00041028	0.003353494	0.000278698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
820	0.000118165	0.011467411	9.48E-05	7.16E-05	0	0	0	4.71E-05	4.03E-05	1.41E-05	2.94E-05	1.34E-05	0.000606898	0.000869612	0.000107263	0.000223303	0.000415579	0.00359902	0.000276261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
821	0.000112799	0.015918196	9.73E-05	7.21E-05	0	0	0	5.01E-05	3.91E-05	1.39E-05	2.94E-05	1.33E-05	0.000631251	0.00088815	0.000111194	0.000229991	0.000422051	0.003250506	0.000261045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
822	0.000107432	0.021471796	9.98E-05	7.27E-05	0	0	0	5.31E-05	3.80E-05	1.37E-05	2.94E-05	1.32E-05	0.000655604	0.000906688	0.000115124	0.000236679	0.000428523	0.002901991	0.000245829	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
823	0.000102066	0.027025396	0.000102251	7.32E-05	0	0	0	5.61E-05	3.68E-05	1.36E-05	2.94E-05	1.31E-05	0.000679956	0.000925225	0.000119055	0.000243367	0.000434995	0.002553477	0.000230614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
824	9.67E-05	0.03715604	0.000104734	7.37E-05	0	0	0	5.91E-05	3.56E-05	1.34E-05	2.94E-05	1.30E-05	0.000704309	0.000943763	0.000122986	0.000250055	0.000441467	0.002204962	0.000215398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
825	9.13E-05	0.05021299	0.000107218	7.43E-05	0	0	0	6.21E-05	3.45E-05	1.32E-05	2.94E-05	1.30E-05	0.000728662	0.000962301	0.000126917	0.000256743	0.000447939	0.001856448	0.000200182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
826	8.60E-05	0.067260139	0.000109701	7.48E-05	0	0	0	6.50E-05	3.33E-05	1.30E-05	2.93E-05	1.29E-05	0.000753015	0.000980839	0.000130847	0.000263431	0.000454411	0.001507933	0.000184966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
827	8.06E-05	0.0868584	0.000112185	7.53E-05	0	0	0	6.80E-05	3.21E-05	1.28E-05	2.93E-05	1.28E-05	0.000777368	0.000999377	0.000134778	0.000270119	0.000460883	0.001159419	0.00016975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
828	7.52E-05	0.106456661	0.000114668	7.58E-05	0	0	0	7.10E-05	3.09E-05	1.27E-05	2.93E-05	1.27E-05	0.00080172	0.001017914	0.000138709	0.000276807	0.000467355	0.000810904	0.000154535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
829	6.99E-05	0.12948584	0.000117152	7.64E-05	0	0	0	7.40E-05	2.98E-05	1.25E-05	2.93E-05	1.26E-05	0.000826073	0.001036452	0.000142639	0.000283495	0.000473827	0.00046239	0.000139319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
830	6.45E-05	0.15461784	0.000119635	7.69E-05	0	0	0	7.70E-05	2.86E-05	1.23E-05	2.93E-05	1.25E-05	0.000850426	0.00105499	0.00014657	0.000290183	0.000480299	0.000113875	0.000124103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
831	7.32E-05	0.181377408	0.000121406	8.18E-05	0	0	0	7.58E-05	2.71E-05	1.21E-05	2.93E-05	1.20E-05	0.000962968	0.001093421	0.000150155	0.000325213	0.000502711	0.000113873	0.000136053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
832	8.19E-05	0.209134517	0.000123177	8.67E-05	0	0	0	7.45E-05	2.56E-05	1.20E-05	2.93E-05	1.14E-05	0.001075511	0.001131852	0.000153739	0.000360242	0.000525123	0.000113871	0.000148003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
833	9.05E-05	0.236891627	0.000124947	9.16E-05	0	0	0	7.33E-05	2.41E-05	1.18E-05	2.92E-05	1.09E-05	0.001188053	0.001170283	0.000157324	0.000395272	0.000547535	0.000113869	0.000159953	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
834	9.92E-05	0.273191145	0.000126718	9.65E-05	0	0	0	7.20E-05	2.26E-05	1.16E-05	2.92E-05	1.04E-05	0.001300596	0.001208714	0.000160908	0.000430302	0.000569947	0.000113867	0.000171903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
835	0.000107915	0.314486145	0.000128489	0.000101344	0	0	0	7.08E-05	2.12E-05	1.15E-05	2.92E-05	9.85E-06	0.001413138	0.001247145	0.000164493	0.000465332	0.000592359	0.000113865	0.000183854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
836	0.000116597	0.369153641	0.00013026	0.000106232	0	0	0	6.96E-05	1.97E-05	1.13E-05	2.92E-05	9.32E-06	0.00152568	0.001285576	0.000168077	0.000500361	0.00061477	0.000113863	0.000195804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
837	0.00012528	0.431641187	0.000132031	0.000111121	0	0	0	6.83E-05	1.82E-05	1.11E-05	2.92E-05	8.79E-06	0.001638223	0.001324007	0.000171662	0.000535391	0.000637182	0.000113861	0.000207754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
838	0.000133963	0.494128733	0.000133801	0.00011601	0	0	0	6.71E-05	1.67E-05	1.09E-05	2.91E-05	8.26E-06	0.001750765	0.001362438	0.000175246	0.000570421	0.000659594	0.000113859	0.000219704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
839	0.000142646	0.57015953	0.000135572	0.000120898	0	0	0	6.58E-05	1.52E-05	1.08E-05	2.91E-05	7.73E-06	0.001863308	0.001400869	0.000178831	0.00060545	0.000682006	0.000113857	0.000231654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
840	0.000151329	0.65449103	0.000137343	0.000125787	0	0	0	6.46E-05	1.37E-05	1.06E-05	2.91E-05	7.20E-06	0.00197585	0.0014393	0.000182415	0.00064048	0.000704418	0.000113855	0.000243604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
841	0.000159276	0.730381917	0.000139339	0.000133351	0	0	0	6.85E-05	1.49E-05	1.10E-05	2.99E-05	7.94E-06	0.001951716	0.00153607	0.00020173	0.00070155	0.00073328	0.00011082	0.000231886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
842	0.000167222	0.801099525	0.000141335	0.000140915	0	0	0	7.24E-05	1.61E-05	1.14E-05	3.08E-05	8.68E-06	0.001927582	0.00163284	0.000221044	0.000762619	0.000762142	0.000107784	0.000220168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
843	0.000175169	0.871817133	0.000143331	0.000148478	0	0	0	7.63E-05	1.73E-05	1.17E-05	3.16E-05	9.42E-06	0.001903448	0.00172961	0.000240359	0.000823689	0.000791004	0.000104749	0.00020845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
844	0.000183116	0.91483549	0.000145327	0.000156042	0	0	0	8.02E-05	1.85E-05	1.21E-05	3.25E-05	1.02E-05	0.001879314	0.00182638	0.000259673	0.000884759	0.000819866	0.000101713	0.000196732	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
845	0.000191063	0.94014449	0.000147323	0.000163606	0	0	0	8.40E-05	1.98E-05	1.25E-05	3.33E-05	1.09E-05	0.00185518	0.00192315	0.000278988	0.000945828	0.000848728	9.87E-05	0.000185014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
846	0.000199009	0.952263431	0.000149318	0.00017117	0	0	0	8.79E-05	2.10E-05	1.29E-05	3.41E-05	1.16E-05	0.001831046	0.00201992	0.000298302	0.001006898	0.00087759	9.56E-05	0.000173296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
847	0.000206956	0.955949385	0.000151314	0.000178734	0	0	0	9.18E-05	2.22E-05	1.33E-05	3.50E-05	1.24E-05	0.001806912	0.00211669	0.000317617	0.001067968	0.000906452	9.26E-05	0.000161578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
848	0.000214903	0.959635338	0.00015331	0.000186297	0	0	0	9.57E-05	2.34E-05	1.36E-05	3.58E-05	1.31E-05	0.001782778	0.00221346	0.000336931	0.001657644	0.000935314	8.96E-05	0.00014986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
849	0.000222849	0.95819702	0.000155306	0.000193861	0	0	0	9.96E-05	2.46E-05	1.40E-05	3.67E-05	1.39E-05	0.001758644	0.00231023	0.000356246	0.00293554	0.000964176	8.65E-05	0.000138142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
850	0.000230796	0.95361802	0.000157302	0.000201425	0	0	0	0.000103495	2.58E-05	1.44E-05	3.75E-05	1.46E-05	0.00173451	0.002407	0.00037556	0.005498012	0.000993038	8.35E-05	0.000126424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
851	0.000227484	0.949749589	0.000164436	0.000201424	0	0	0	0.000107779	2.69E-05	1.48E-05	3.63E-05	1.41E-05	0.001863296	0.002435447	0.000440475	0.010246339	0.001103089	8.05E-05	0.000172786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
852	0.000224171	0.946316668	0.00017157	0.000201423	0	0	0	0.000112064	2.79E-05	1.53E-05	3.51E-05	1.37E-05	0.001992082	0.002463894	0.00050539	0.019841768	0.00121314	7.74E-05	0.000219147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
853	0.000220859	0.942883748	0.000178704	0.000201422	0	0	0	0.000116348	2.90E-05	1.57E-05	3.39E-05	1.32E-05	0.002120868	0.002492341	0.000570305	0.037675938	0.001323192	7.44E-05	0.000265509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
854	0.000217546	0.943496887	0.000185838	0.000201421	0	0	0	0.000120632	3.00E-05	1.61E-05	3.27E-05	1.27E-05	0.002249654	0.002520788	0.00063522	0.069252974	0.001433243	7.13E-05	0.000311871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
855	0.000214234	0.946476105	0.000192972	0.00020142	0	0	0	0.000124917	3.11E-05	1.66E-05	3.16E-05	1.23E-05	0.00237844	0.002549235	0.000700135	0.119291747	0.001543294	6.83E-05	0.000358233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
856	0.000210922	0.952748772	0.000200105	0.000201419	0	0	0	0.000129201	3.21E-05	1.70E-05	3.04E-05	1.18E-05	0.002507226	0.002577682	0.00076505	0.191588249	0.001653345	6.53E-05	0.000404594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
857	0.000207609	0.961127087	0.000207239	0.000201418	0	0	0	0.000133485	3.32E-05	1.74E-05	2.92E-05	1.13E-05	0.002636012	0.002606129	0.000829965	0.287576155	0.001763396	6.22E-05	0.000450956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
858	0.000204297	0.969505402	0.000214373	0.000201417	0	0	0	0.000137769	3.42E-05	1.78E-05	2.80E-05	1.09E-05	0.002764798	0.002634576	0.00089488	0.404183409	0.001873448	5.92E-05	0.000497318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
859	0.000200984	0.978756191	0.000221507	0.000201416	0	0	0	0.000142054	3.53E-05	1.83E-05	2.68E-05	1.04E-05	0.002893584	0.002663023	0.000959795	0.534416839	0.001983499	5.61E-05	0.000543679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
860	0.000197672	0.988517191	0.000228641	0.000201415	0	0	0	0.000146338	3.63E-05	1.87E-05	2.56E-05	9.93E-06	0.00302237	0.00269147	0.00102471	0.666313401	0.00209355	5.31E-05	0.000590041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
861	0.000194293	0.993770581	0.000220933	0.000199244	0	0	0	0.000140704	3.73E-05	1.88E-05	2.62E-05	9.49E-06	0.002784895	0.00292076	0.001304755	0.78655054	0.001922208	5.32E-05	0.0005855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
862	0.000190914	0.996387984	0.000213224	0.000197073	0	0	0	0.00013507	3.82E-05	1.90E-05	2.68E-05	9.06E-06	0.00254742	0.00315005	0.0015848	0.882027219	0.001750867	5.33E-05	0.00058096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
863	0.000187535	0.999005387	0.000205516	0.000194903	0	0	0	0.000129437	3.92E-05	1.91E-05	2.75E-05	8.62E-06	0.002309945	0.00337934	0.001864845	0.947775951	0.001579525	5.35E-05	0.000576419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
864	0.000184156	0.99442589	0.000197807	0.000192732	0	0	0	0.000123803	4.02E-05	1.92E-05	2.81E-05	8.19E-06	0.00207247	0.00360863	0.00214489	0.985191521	0.002106608	5.36E-05	0.000571879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
865	0.000180777	0.98543539	0.000190099	0.000190561	0	0	0	0.000118169	4.12E-05	1.94E-05	2.87E-05	7.75E-06	0.001834995	0.00383792	0.002424935	0.998129314	0.002866498	5.37E-05	0.000567338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
866	0.000177398	0.975086123	0.000182391	0.00018839	0	0	0	0.000112535	4.21E-05	1.95E-05	2.93E-05	7.31E-06	0.00159752	0.00406721	0.00270498	0.994910795	0.003626388	5.38E-05	0.000562798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
867	0.000174019	0.963904063	0.000174682	0.000186219	0	0	0	0.000106901	4.31E-05	1.96E-05	2.99E-05	6.88E-06	0.001360045	0.0042965	0.002985025	0.987132059	0.004654283	5.39E-05	0.000558257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
868	0.00017064	0.952722003	0.000166974	0.000184049	0	0	0	0.000101268	4.41E-05	1.97E-05	3.06E-05	6.44E-06	0.00112257	0.00452579	0.00326507	0.975468161	0.005771513	5.41E-05	0.000553717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
869	0.000167261	0.93529239	0.000159265	0.000181878	0	0	0	9.56E-05	4.50E-05	1.99E-05	3.12E-05	6.01E-06	0.000885095	0.00475508	0.003545115	0.952539907	0.006888743	5.42E-05	0.000736533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
870	0.000163882	0.913868438	0.000151557	0.000179707	0	0	0	9.00E-05	4.60E-05	2.00E-05	3.18E-05	5.57E-06	0.00064762	0.00498437	0.00382516	0.911599711	0.008879184	5.43E-05	0.001015867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
871	0.000152824	0.872727809	0.000145831	0.000169366	0	0	0	8.56E-05	4.40E-05	2.06E-05	3.05E-05	5.97E-06	0.000624328	0.004539948	0.003458305	0.845002351	0.011160695	5.98E-05	0.0012952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
872	0.000141766	0.820057143	0.000140106	0.000159026	0	0	0	8.11E-05	4.20E-05	2.11E-05	2.92E-05	6.36E-06	0.000601035	0.004095526	0.003091449	0.755804516	0.013442207	6.53E-05	0.001628173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
873	0.000130707	0.767386476	0.00013438	0.000148685	0	0	0	7.67E-05	4.00E-05	2.17E-05	2.79E-05	6.76E-06	0.000577743	0.003651104	0.002724594	0.655438829	0.017672067	7.08E-05	0.001987565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
874	0.000119649	0.682062802	0.000128654	0.000138344	0	0	0	7.22E-05	3.80E-05	2.22E-05	2.66E-05	7.15E-06	0.00055445	0.003206682	0.002357738	0.54427257	0.022586482	7.63E-05	0.002346957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
875	0.000108591	0.577644105	0.000122929	0.000128004	0	0	0	6.78E-05	3.61E-05	2.28E-05	2.53E-05	7.55E-06	0.000531158	0.00276226	0.001990883	0.416049592	0.027500896	8.18E-05	0.002652372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
876	9.75E-05	0.474569691	0.000117203	0.000117663	0	0	0	6.33E-05	3.41E-05	2.34E-05	2.39E-05	7.95E-06	0.000507866	0.002317838	0.001624028	0.273008105	0.037484218	8.73E-05	0.00292998	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
877	8.65E-05	0.372319193	0.000111477	0.000107322	0	0	0	5.89E-05	3.21E-05	2.39E-05	2.26E-05	8.34E-06	0.000484573	0.001873416	0.001257172	0.148355261	0.049157174	9.28E-05	0.003207589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
878	7.54E-05	0.270068694	0.000105751	9.70E-05	0	0	0	5.44E-05	3.01E-05	2.45E-05	2.13E-05	8.74E-06	0.000461281	0.001428994	0.000890317	0.073123588	0.060830131	9.83E-05	0.003396031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
879	6.44E-05	0.200540709	0.000100026	8.66E-05	0	0	0	5.00E-05	2.81E-05	2.50E-05	2.00E-05	9.13E-06	0.000437988	0.000984572	0.000523461	0.037245057	0.083162208	0.000103849	0.003540554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
880	5.33E-05	0.151933673	9.43E-05	7.63E-05	0	0	0	4.55E-05	2.61E-05	2.56E-05	1.87E-05	9.53E-06	0.000414696	0.00054015	0.000156606	0.021309677	0.109239382	0.000109354	0.003685077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
881	5.43E-05	0.119770604	9.26E-05	7.44E-05	0	0	0	4.25E-05	2.47E-05	2.64E-05	1.87E-05	9.10E-06	0.000411226	0.000529118	0.000151996	0.01342257	0.135316556	0.000114939	0.003868585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
882	5.53E-05	0.097686094	9.09E-05	7.26E-05	0	0	0	3.95E-05	2.33E-05	2.72E-05	1.87E-05	8.67E-06	0.000407757	0.000518087	0.000147386	0.009087817	0.181508095	0.000120523	0.004071294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
883	5.64E-05	0.075601584	8.91E-05	7.07E-05	0	0	0	3.65E-05	2.20E-05	2.79E-05	1.87E-05	8.24E-06	0.000404287	0.000507055	0.000142775	0.006399869	0.234016762	0.000126108	0.004274003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
884	5.74E-05	0.062267491	8.74E-05	6.88E-05	0	0	0	3.35E-05	2.06E-05	2.87E-05	1.87E-05	7.81E-06	0.000400817	0.000496024	0.000138165	0.004629839	0.286525429	0.000131693	0.004732253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
885	5.84E-05	0.054050519	8.57E-05	6.70E-05	0	0	0	3.06E-05	1.92E-05	2.95E-05	1.87E-05	7.39E-06	0.000397348	0.000484992	0.000133555	0.00334108	0.358992314	0.000137278	0.005310758	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
886	5.94E-05	0.047995813	8.40E-05	6.51E-05	0	0	0	2.76E-05	1.78E-05	3.03E-05	1.87E-05	6.96E-06	0.000393878	0.00047396	0.000128945	0.002320765	0.437727285	0.000142862	0.005889263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
887	6.04E-05	0.043323538	8.23E-05	6.32E-05	0	0	0	2.46E-05	1.64E-05	3.11E-05	1.87E-05	6.53E-06	0.000390408	0.000462929	0.000124335	0.001534158	0.516462257	0.000148447	0.007009214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
888	6.15E-05	0.038651264	8.05E-05	6.13E-05	0	0	0	2.16E-05	1.51E-05	3.18E-05	1.87E-05	6.10E-06	0.000386938	0.000451897	0.000119724	0.000956625	0.597674354	0.000154032	0.008395846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
889	6.25E-05	0.035000588	7.88E-05	5.95E-05	0	0	0	1.86E-05	1.37E-05	3.26E-05	1.87E-05	5.67E-06	0.000383469	0.000440866	0.000115114	0.00059359	0.679712159	0.000159616	0.009782478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
890	6.35E-05	0.031976053	7.71E-05	5.76E-05	0	0	0	1.56E-05	1.23E-05	3.34E-05	1.87E-05	5.24E-06	0.000379999	0.000429834	0.000110504	0.000341776	0.761749965	0.000165201	0.011985632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
891	6.23E-05	0.029057113	7.65E-05	5.47E-05	0	0	0	1.58E-05	1.28E-05	3.33E-05	1.87E-05	5.17E-06	0.0003733	0.000423138	0.000104834	0.000179281	0.819594533	0.000162533	0.014573032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
892	6.11E-05	0.026199923	7.58E-05	5.18E-05	0	0	0	1.59E-05	1.32E-05	3.32E-05	1.87E-05	5.10E-06	0.000366601	0.000416442	9.92E-05	0.000151484	0.869840963	0.000159865	0.017160432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
893	5.99E-05	0.023342732	7.52E-05	4.90E-05	0	0	0	1.61E-05	1.37E-05	3.32E-05	1.86E-05	5.04E-06	0.000359903	0.000409747	9.35E-05	0.000167935	0.920087393	0.000157198	0.021014761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
894	5.87E-05	0.020627795	7.45E-05	4.61E-05	0	0	0	1.62E-05	1.41E-05	3.31E-05	1.86E-05	4.97E-06	0.000353204	0.000403051	8.78E-05	0.000184387	0.9441285	0.00015453	0.025465293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
895	5.75E-05	0.018000045	7.39E-05	4.32E-05	0	0	0	1.64E-05	1.46E-05	3.30E-05	1.86E-05	4.90E-06	0.000346505	0.000396355	8.22E-05	0.000200838	0.9594345	0.000151862	0.029915825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
896	5.62E-05	0.01555238	7.33E-05	4.03E-05	0	0	0	1.66E-05	1.50E-05	3.29E-05	1.86E-05	4.83E-06	0.000339806	0.000389659	7.65E-05	0.00021729	0.9747405	0.000149194	0.035373859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
897	5.50E-05	0.01321509	7.26E-05	3.74E-05	0	0	0	1.67E-05	1.55E-05	3.28E-05	1.86E-05	4.76E-06	0.000333107	0.000382963	7.08E-05	0.000233741	0.98189375	0.000146526	0.041328125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
898	5.38E-05	0.0108778	7.20E-05	3.46E-05	0	0	0	1.69E-05	1.59E-05	3.28E-05	1.85E-05	4.70E-06	0.000326409	0.000376268	6.51E-05	0.000250193	0.986329417	0.000143859	0.047282392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
899	5.26E-05	0.009292933	7.13E-05	3.17E-05	0	0	0	1.70E-05	1.64E-05	3.27E-05	1.85E-05	4.63E-06	0.00031971	0.000369572	5.95E-05	0.000266644	0.990765083	0.000141191	0.054872151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
900	5.14E-05	0.008169227	7.07E-05	2.88E-05	0	0	0	1.72E-05	1.68E-05	3.26E-05	1.85E-05	4.56E-06	0.000313011	0.000362876	5.38E-05	0.000283096	0.9939055	0.000138523	0.063267451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
901	5.27E-05	0.007559371	7.10E-05	2.97E-05	0	0	0	1.67E-05	1.69E-05	3.30E-05	1.87E-05	5.13E-06	0.000320732	0.000366452	5.24E-05	0.000273492	0.996614167	0.000158922	0.071662751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
902	5.40E-05	0.007250006	7.13E-05	3.06E-05	0	0	0	1.63E-05	1.70E-05	3.34E-05	1.89E-05	5.71E-06	0.000328453	0.000370028	5.10E-05	0.000263888	0.999322833	0.000179322	0.084565514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
